2	двадцятьома
2	двадцятьма
3	тридцятьма
3	тридцятьома
4	сорока
5	п'ятдесятьма
5	п'ятдесятьома
6	шістдесятьома
6	шістдесятьма
7	сімдесятьма
7	сімдесятьома
8	вісімдесятьома
8	вісімдесятьма
9	дев'яноста
