10	десятьма
10	десятьома
11	одинадцятьма
11	одинадцятьома
12	дванадцятьома
12	дванадцятьма
13	тринадцятьма
13	тринадцятьома
14	чотирнадцятьома
14	чотирнадцятьма
15	пятнадцятьома
15	пятнадцятьма
16	шістнадцятьма
16	шістнадцятьома
17	сімнадцятьма
17	сімнадцятьома
18	вісімнадцятьма
18	вісімнадцятьома
19	девятнадцятьма
19	девятнадцятьома
