1	однією
1	одними
1	одним
1	одною
2	двома
3	трьома
4	чотирма
5	пятьома
5	пятьма
6	шістьома
6	шістьма
7	сьома
7	сімома
8	вісьмома
8	вісьма
9	девятьома
9	девятьма
