1	одних
1	однієї
1	одного
1	одної
2	двох
3	трьох
4	чотирьох
5	пяти
5	пятьох
6	шести
6	шістьох
7	семи
7	сімох
8	вісьмох
8	восьми
9	девятьох
9	девяти
10	десяти
10	десятьох
