1	один
1	одного
1	одне
1	одних
1	одні
1	одну
2	дві
2	двох
2	два
3	три
3	трьох
4	чотири
4	чотирьох
5	п'ять
5	п'ятьох
6	шістьох
6	шість
7	сімох
7	сім
8	вісім
8	вісьмох
9	дев'ять
9	дев'ятьох
